Time,Cart Position,Pole Angle
0,-0.04518041122589216,-0.0027872244523443885
0.1,-0.04573088583517937,-0.0019988983534585474
0.2,-0.04599600149186107,-0.0016204671850129615
0.30000000000000004,-0.046126236785959084,-0.0014348600020765174
0.4,-0.046254933783270204,-0.0012516387066560416
0.5,-0.046666065994063304,-0.0006648193302573639
0.6,-0.04693091027494106,-0.00028783427103489163
0.7,-0.04717212838828019,5.344857180978566e-05
0.7999999999999999,-0.047580562291129565,0.000624384398318709
0.8999999999999999,-0.04793244095564922,0.001109947009160778
0.9999999999999999,-0.048377590043203036,0.0017351318541574358
1.0999999999999999,-0.04868729651943405,0.0021675301981843535
1.2,-0.048963759982831895,0.0025499413114041833
1.3,-0.049554123971489956,0.0033388100031637954
1.4000000000000001,-0.04973131589774531,0.0035516714398969667
1.5000000000000002,-0.04982109595419095,0.003603778209174188
1.6000000000000003,-0.04981223657275958,0.0035603665805557998
1.7000000000000004,-0.049678238582033435,0.003272023414011635
1.8000000000000005,-0.049575308445557464,0.003089570674821612
1.9000000000000006,-0.0494467538771795,0.002860220601061969
2.0000000000000004,-0.04924119614488424,0.0025162830088022586
2.1000000000000005,-0.04909295930640164,0.002276465684431699
2.2000000000000006,-0.04872679047049969,0.0016847652260009024
2.3000000000000007,-0.04817895786016772,0.0008139731441896795
2.400000000000001,-0.04707284420775833,-0.0009300820015331733
2.500000000000001,-0.046886579329293215,-0.0012243574312198453
2.600000000000001,-0.046451662633484235,-0.001913489672654937
2.700000000000001,-0.04607462787641247,-0.002529985700489831
2.800000000000001,-0.046048327795113884,-0.0025767315948998
2.9000000000000012,-0.04598995934404102,-0.0027010977896523743
3.0000000000000013,-0.04605071721245194,-0.0026475622020383964
3.1000000000000014,-0.0460771976073033,-0.002615478147361449
3.2000000000000015,-0.046172303542634165,-0.00249600381861159
3.3000000000000016,-0.0463707585685355,-0.002237914292213526
3.4000000000000017,-0.04665198265296748,-0.0018568592509068187
3.5000000000000018,-0.04701541946047726,-0.001353715142201643
3.600000000000002,-0.0472549127194453,-0.0010202944433158531
3.700000000000002,-0.04744292387144526,-0.000755711881600828
3.800000000000002,-0.04804430786622954,8.381590624127471e-05
3.900000000000002,-0.04811760842118934,0.00018467135640157998
4.000000000000002,-0.0483186739597844,0.0004588096454697356
4.100000000000001,-0.048670755338935896,0.0009221803619933785
4.200000000000001,-0.04873727383962759,0.001003372919984872
4.300000000000001,-0.04881596611782534,0.0010842402593977307
4.4,-0.04878905074740767,0.0009792253209287454
4.5,-0.048724621547780254,0.0008460693177504184
4.6,-0.04866799064270099,0.0007339722659720488
4.699999999999999,-0.04855131021197043,0.0005230381625891506
4.799999999999999,-0.04831458372353227,0.00011473570188280836
4.899999999999999,-0.0480919922972735,-0.0002628433287143204
4.999999999999998,-0.04786897449610175,-0.0006577790075900656
5.099999999999998,-0.04782545005746148,-0.0007402397960837824
5.1999999999999975,-0.04777904693746198,-0.0008355824112970325
5.299999999999997,-0.04776976701763912,-0.0008580809555366589
5.399999999999997,-0.04783966128270775,-0.0008481175638131494
5.4999999999999964,-0.04785816419159382,-0.0008290647866939898
5.599999999999996,-0.04796470285067191,-0.0007130212701984951
5.699999999999996,-0.048094532288614766,-0.0005624656854083243
5.799999999999995,-0.048165317072587165,-0.0004740778545261074
5.899999999999995,-0.04834937972243994,-0.00024279016633349805
5.999999999999995,-0.048514922101206504,-2.154696859293482e-05
6.099999999999994,-0.048743378251358695,0.00028474589371104786
6.199999999999994,-0.04923931411227793,0.0009549902995443697
6.299999999999994,-0.0495094493265373,0.001323086607749623
6.399999999999993,-0.04981935931981134,0.0017413678985365444
6.499999999999993,-0.04987347633429551,0.0018132175700357482
6.5999999999999925,-0.05014203647118599,0.002169540672624643
6.699999999999992,-0.05036036826742785,0.0024692676702051863
6.799999999999992,-0.05043462150877213,0.0025714038935398258
6.8999999999999915,-0.050641537178974974,0.002854083377422051
6.999999999999991,-0.05083948726660025,0.0031234354631266086
7.099999999999991,-0.05113702168222193,0.0035241619178254086
7.19999999999999,-0.05119018758727419,0.00359486989432511
7.29999999999999,-0.051475833043622896,0.0039697696950206345
7.39999999999999,-0.051546619144305486,0.004058389479759249
7.499999999999989,-0.051721455841835774,0.004260664265209875
7.599999999999989,-0.05173544727543605,0.004273289755468653
7.699999999999989,-0.05176630754748231,0.004286710763759351
7.799999999999988,-0.051814863256812144,0.004327686816083294
7.899999999999988,-0.05183484351264221,0.0043498500669327655
7.999999999999988,-0.051919538441417,0.004431254084916048
8.099999999999987,-0.05192909261740979,0.004438188932984622
8.199999999999987,-0.051951105409333155,0.004449393429384847
8.299999999999986,-0.05197353744485657,0.004427702667047301
8.399999999999986,-0.05200125464469696,0.004424366757896707
8.499999999999986,-0.052031863540791576,0.0044580398355157595
8.599999999999985,-0.05207455326402461,0.004504166279530082
8.699999999999985,-0.052150106025660635,0.004583347376961469
8.799999999999985,-0.05221781117832926,0.00466871317512907
8.899999999999984,-0.05226152197013889,0.004729020204153412
8.999999999999984,-0.052506522450295544,0.005076041332615029
9.099999999999984,-0.05272397788918058,0.005387389008572586
9.199999999999983,-0.052867815757165405,0.00559349060081965
9.299999999999983,-0.052938363887407726,0.0056945601806256095
9.399999999999983,-0.05300814981908562,0.005794539106372775
9.499999999999982,-0.05346691863086104,0.0064514194292320925
9.599999999999982,-0.053768555395973895,0.00687962870613039
9.699999999999982,-0.05396487216438244,0.007146356281242563
9.799999999999981,-0.05397582973356719,0.00714597842845398
9.89999999999998,-0.05396551142591209,0.007128059609658663
